Candidate,State_Name,Assembly_No,Constituency_No,Year.x,month,Poll_No,DelimID,Position,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,district,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type,total_light1996,total_light_cal1996,max_light1996,total_light1999,total_light_cal1999,max_light1999,total_light2004,total_light_cal2004,max_light2004,total_light2009,total_light_cal2009,max_light2009,total_light2013,total_light_cal2013,max_light2013,pc91_pca_tot_p,pc01_pca_tot_p,pc11_pca_tot_p,pc96_pca_tot_p,pc99_pca_tot_p,pc04_pca_tot_p,pc09_pca_tot_p,pc14_pca_tot_p,vote_share_diff,population,total_light_diff,max_light_diff,total_light_cal_diff,education,year_1996,year_1999,year_2004,year_2009,Andhra_Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Goa,Gujarat,Haryana,Himachal_Pradesh,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya_Pradesh,Maharashtra,Odisha,Puducherry,Punjab,Rajasthan,Tamil_Nadu,Uttar_Pradesh,Uttarakhand,West_Bengal,dynast_wiki,dynast_pdf,dynast,Year.y,age,ed,num_crim,assets,liabilities,adr_major_crime
abdul khaliq,Uttar_Pradesh,11,76,1996,4,0,3,2,1,BSP,142082,NA,500314,1252135,aligarh,GEN,NA,41,39.96,28.4,no,80315,16.05,3.03,AEUP117892,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),21076,26118,6216,22863.5,28136,6359.5,17186.5,24030.5,4993,19615,25201,5954,26964,27106,8020,2416119,2970181,3639543,2693150,2859368.6,3170989.6,3505670.6,3803839.9333333373,-18.200000000000003,2693150,0.0814068001618864,0.022823144844055676,0.07442516337346561,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,51,NA,0,1800000,0,0
abdul khaliq,Uttar_Pradesh,11,76,1996,4,0,3,2,1,BSP,142082,NA,500314,1252135,aligarh,GEN,NA,41,39.96,28.4,no,80315,16.05,3.03,AEUP117892,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),21076,26118,6216,22863.5,28136,6359.5,17186.5,24030.5,4993,19615,25201,5954,26964,27106,8020,2416119,2970181,3639543,2693150,2859368.6,3170989.6,3505670.6,3803839.9333333373,-18.200000000000003,2693150,0.0814068001618864,0.022823144844055676,0.07442516337346561,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,58,NA,9,2725000,0,1
abdul rahman,Tamil_Nadu,15,8,2009,4,0,4,1,1,DMK,360474,GEN,723529,1010067,vellore,GEN,NA,24,71.63,49.82,no,107393,14.84,2.63,GETN10000,State-based Party,10192,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),43106,54547,7593,49104,60237.5,8657,44807.5,58877.5,7786,59465,69176,10329,68210,56383,11905,2847145,3317082,3793376,3082113.5,3223094.6,3459970.2,3698117.2,3934251.149999991,14.840000000000003,3082113.5,0.13720327748741923,0.14200300691432943,-0.2044862870294999,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2017,53,2,0,1508900,0,0
abdul rahman,Tamil_Nadu,15,8,2009,4,0,4,1,1,DMK,360474,GEN,723529,1010067,vellore,GEN,NA,24,71.63,49.82,no,107393,14.84,2.63,GETN10000,State-based Party,10192,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),43106,54547,7593,49104,60237.5,8657,44807.5,58877.5,7786,59465,69176,10329,68210,56383,11905,2847145,3317082,3793376,3082113.5,3223094.6,3459970.2,3698117.2,3934251.149999991,14.840000000000003,3082113.5,0.13720327748741923,0.14200300691432943,-0.2044862870294999,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2013,61,8,0,11780560,0,0
abdul rahman,Tamil_Nadu,15,8,2009,4,0,4,1,1,DMK,360474,GEN,723529,1010067,vellore,GEN,NA,24,71.63,49.82,no,107393,14.84,2.63,GETN10000,State-based Party,10192,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),43106,54547,7593,49104,60237.5,8657,44807.5,58877.5,7786,59465,69176,10329,68210,56383,11905,2847145,3317082,3793376,3082113.5,3223094.6,3459970.2,3698117.2,3934251.149999991,14.840000000000003,3082113.5,0.13720327748741923,0.14200300691432943,-0.2044862870294999,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2010,50,12,0,11400,0,0
abdus samad ahmed,Assam,11,6,1996,4,0,3,2,1,UMFA,182948,GEN,681489,857358,barpeta,GEN,NA,8,79.49,26.85,no,80923,11.87,4,GEAS51845,Local Party,13028,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),3726,4700,1534,2541.5,3273,1110,2446.5,4323,1004.5,3169,5705,1312,3876,7442,1635,1118856,1363827,1651956,1241341.5,1314832.8,1450265.7,1594330.2,1724728,-9.899999999999999,1241341.5,-0.3825808142745757,-0.3235186876208216,-0.3618555131969696,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2011,45,14,1,2184000,0,1
abhay singh chautala,Haryana,14,2,2004,4,0,3,2,1,INLD,201864,GEN,850858,1161933,kurukshetra,GEN,NA,15,73.23,23.72,no,74954,8.81,3.7,AEHR100413,State-based Party,3863,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),25867,32928,5936,23573,29115.5,5529,24774.5,32155.5,5606,31861,36221,7238,34504,27546,7908,506166,601497,683008,553831.5,582430.8,625950.3,666705.8,711837.6333333328,-18.83,553831.5,0.2515677929311657,0.25550747239895344,0.1190555519827523,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,44,12,0,140300000,1162726,0
abhimanyu,Haryana,14,5,2004,4,0,3,2,1,BJP,173800,GEN,662049,1055610,rohtak,GEN,NA,24,62.72,26.25,no,68160,10.3,2.94,GEHR75826,National Party,1605,FALSE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),15944,20048,1389,15137.5,18462.5,1383.5,15091.5,19724,1325,25426,29154,2315,31217,24826,2917,752321,902341,1022550,827331,872337,938403.7,998508.2,1068052.8499999978,-22.72,827331,0.5216406011098531,0.5579972281000121,0.3907559562899401,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2012,40,8,0,407000,0,0
abhimanyu,Haryana,14,5,2004,4,0,3,2,1,BJP,173800,GEN,662049,1055610,rohtak,GEN,NA,24,62.72,26.25,no,68160,10.3,2.94,GEHR75826,National Party,1605,FALSE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),15944,20048,1389,15137.5,18462.5,1383.5,15091.5,19724,1325,25426,29154,2315,31217,24826,2917,752321,902341,1022550,827331,872337,938403.7,998508.2,1068052.8499999978,-22.72,827331,0.5216406011098531,0.5579972281000121,0.3907559562899401,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017,25,12,0,196000,0,0
abhimanyu,Haryana,14,5,2004,4,0,3,2,1,BJP,173800,GEN,662049,1055610,rohtak,GEN,NA,24,62.72,26.25,no,68160,10.3,2.94,GEHR75826,National Party,1605,FALSE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),15944,20048,1389,15137.5,18462.5,1383.5,15091.5,19724,1325,25426,29154,2315,31217,24826,2917,752321,902341,1022550,827331,872337,938403.7,998508.2,1068052.8499999978,-22.72,827331,0.5216406011098531,0.5579972281000121,0.3907559562899401,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2009,27,12,0,17364047,3223000,0
afzalur rahman,Assam,14,4,2004,4,0,3,2,1,AGP,259966,GEN,863592,1149939,dhubri,GEN,NA,11,75.1,30.1,no,169751,19.66,3.45,GEAS69931,State-based Party,978,TRUE,2,IND,10809,DHUBRI,TRUE,FALSE,0,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1748,2208,806,1425,1886,659.5,1604.5,3149.5,757.5,1825,4094,879,2479,6074,1218,1074308,1320866,1637833,1197587,1271554.4,1415956.1,1574439.6,1710626.9166666642,-13.509999999999998,1197587,0.12876780546668076,0.14876136030165288,0.26227877715925096,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,29,14,0,90768,45000,0
afzalur rahman,Assam,14,4,2004,4,0,3,2,1,AGP,259966,GEN,863592,1149939,dhubri,GEN,NA,11,75.1,30.1,no,169751,19.66,3.45,GEAS69931,State-based Party,978,TRUE,2,IND,10809,DHUBRI,TRUE,FALSE,0,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1748,2208,806,1425,1886,659.5,1604.5,3149.5,757.5,1825,4094,879,2479,6074,1218,1074308,1320866,1637833,1197587,1271554.4,1415956.1,1574439.6,1710626.9166666642,-13.509999999999998,1197587,0.12876780546668076,0.14876136030165288,0.26227877715925096,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,65,14,0,6782184,300000,0
afzalur rahman,Assam,14,4,2004,4,0,3,2,1,AGP,259966,GEN,863592,1149939,dhubri,GEN,NA,11,75.1,30.1,no,169751,19.66,3.45,GEAS69931,State-based Party,978,TRUE,2,IND,10809,DHUBRI,TRUE,FALSE,0,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1748,2208,806,1425,1886,659.5,1604.5,3149.5,757.5,1825,4094,879,2479,6074,1218,1074308,1320866,1637833,1197587,1271554.4,1415956.1,1574439.6,1710626.9166666642,-13.509999999999998,1197587,0.12876780546668076,0.14876136030165288,0.26227877715925096,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,60,14,0,3602000,542000,0
ajay singh chautala,Haryana,13,8,1999,9,0,3,1,1,INLD,381255,GEN,733042,1053603,bhiwani,GEN,NA,29,69.57,52.01,no,203406,27.75,2.7,GEHR81480,State-based Party,3863,TRUE,2,HLD(R),10354,BHIWANI,TRUE,FALSE,1,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),42015,53196,3645,39740.5,49119,3611.5,37384.5,49887,3275,54026,63765,4789,70650,59917,6331,1160629,1417894,1613788,1289261.5,1366441,1476662.2,1574609.2,1691990.3500000015,27.749999999999996,1289261.5,-0.06111463881165946,-0.09780532942154885,0.015514522448421886,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2009,48,14,1,282100000,4195149,1
ajay tamta,Uttarakhand,15,3,2009,4,0,4,2,1,BJP,193874,SC,480757,1057379,almora,SC,NA,10,45.47,40.33,no,149258,31.05,2.94,GEUK13747,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),2460,3069,1775,3208,4195,2221.5,6309,9412,4206.5,4974,8097,3341,13581,14656,8650,524136,544065,537286,534100.5,540079.2,542031.3,538641.8,543709.8333333334,-1.4400000000000048,534100.5,1.004447411740717,0.9512891575691675,0.5933561852277975,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2012,40,12,0,3127175,745253,0
ajay tamta,Uttarakhand,15,3,2009,4,0,4,2,1,BJP,193874,SC,480757,1057379,almora,SC,NA,10,45.47,40.33,no,149258,31.05,2.94,GEUK13747,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),2460,3069,1775,3208,4195,2221.5,6309,9412,4206.5,4974,8097,3341,13581,14656,8650,524136,544065,537286,534100.5,540079.2,542031.3,538641.8,543709.8333333334,-1.4400000000000048,534100.5,1.004447411740717,0.9512891575691675,0.5933561852277975,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2007,34,12,0,242000,1421167,0
ajit jogi,Madhya_Pradesh,13,11,1999,9,0,3,2,1,INC,242328,ST,583816,1198264,shahdol,ST,NA,8,48.72,41.51,no,180104,30.85,2.63,GECG74324,National Party,3482,TRUE,2,INC,3482,RAIGARH,FALSE,TRUE,1,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),5390,6819,1193,5758.5,7076.5,1178.5,5282.5,10183.5,1108.5,6333,13420,1429,10914,20554,2291,725468,873326,1034648,799397,843754.4,921722.6,1002383.6,1078781,-3.4100000000000037,799397,-0.08627755361874989,-0.06123469331982001,0.3639893282359168,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2008,62,14,2,45548495,0,1
ajit singh,Uttar_Pradesh,11,81,1996,4,0,3,1,1,INC,348600,GEN,661298,1271152,baghpat,GEN,NA,30,52.02,52.71,no,198891,30.08,2.78,AEUP202253,National Party,3482,FALSE,3,JD,4217,BAGHPAT,TRUE,FALSE,3,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),11184,14139,2242,6736.5,8584.5,1464.5,7202,10047,1473.5,9510,11524,2024,15650,13451,3032,1026094,1157188,1297288,1091641,1130969.2,1199218,1269268,1336466.0999999978,30.07,1091641,-0.5069436832776901,-0.4258544373643174,-0.4989786850745741,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2016,55,12,0,21824105,5050000,0
ajit singh,Uttar_Pradesh,11,81,1996,4,0,3,1,1,INC,348600,GEN,661298,1271152,baghpat,GEN,NA,30,52.02,52.71,no,198891,30.08,2.78,AEUP202253,National Party,3482,FALSE,3,JD,4217,BAGHPAT,TRUE,FALSE,3,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),11184,14139,2242,6736.5,8584.5,1464.5,7202,10047,1473.5,9510,11524,2024,15650,13451,3032,1026094,1157188,1297288,1091641,1130969.2,1199218,1269268,1336466.0999999978,30.07,1091641,-0.5069436832776901,-0.4258544373643174,-0.4989786850745741,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2015,38,10,0,1779039,0,0
ajit singh,Uttar_Pradesh,11,81,1996,4,0,3,1,1,INC,348600,GEN,661298,1271152,baghpat,GEN,NA,30,52.02,52.71,no,198891,30.08,2.78,AEUP202253,National Party,3482,FALSE,3,JD,4217,BAGHPAT,TRUE,FALSE,3,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),11184,14139,2242,6736.5,8584.5,1464.5,7202,10047,1473.5,9510,11524,2024,15650,13451,3032,1026094,1157188,1297288,1091641,1130969.2,1199218,1269268,1336466.0999999978,30.07,1091641,-0.5069436832776901,-0.4258544373643174,-0.4989786850745741,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2014,39,8,0,8384000,1938845,0
ajit singh,Uttar_Pradesh,11,81,1996,4,0,3,1,1,INC,348600,GEN,661298,1271152,baghpat,GEN,NA,30,52.02,52.71,no,198891,30.08,2.78,AEUP202253,National Party,3482,FALSE,3,JD,4217,BAGHPAT,TRUE,FALSE,3,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),11184,14139,2242,6736.5,8584.5,1464.5,7202,10047,1473.5,9510,11524,2024,15650,13451,3032,1026094,1157188,1297288,1091641,1130969.2,1199218,1269268,1336466.0999999978,30.07,1091641,-0.5069436832776901,-0.4258544373643174,-0.4989786850745741,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2009,39,5,0,8458000,100000,0
